id,company_name,contact_name,email,phone,industry,country,company_size,status,created_at,updated_at
97b5b563-62a0-45ad-882d-79d4301596e8,"Nichols, May and Holland",Linda Norman,susan03@malone.info,001-278-616-1195x580,Finance,Kiribati,189.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
34bf8096-1f47-45f7-b2fa-e60c61b2b966,Bennett Ltd,Steven Walker,jpatel@ward.com,001-561-302-6599x70557,Education,Tunisia,273.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a5133b08-0d3d-4726-aa1c-22ec0f64a96e,Yang-Adams,Timothy Bonilla,michelle22@lee-hendrix.com,001-325-809-9791x61009,Technology,Wallis and Futuna,216.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8e8ede1e-9743-46bc-b14b-a2c3c80bbe77,Carey and Sons,Deborah Murphy,howellstacy@ellison.biz,9999742024,Healthcare,China,312.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
f0ffee54-7b47-40e0-9882-c840f6cc4d2e,"Johnson, Krause and Archer",Christine Gross,gconway@moore.com,001-974-503-6280x8022,Healthcare,Central African Republic,55.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
11c85606-5ad2-44f5-8084-68d1cc28a09d,Gentry LLC,Edwin Ramos,reyesrebecca@medina-lopez.com,823.261.7677x2211,Education,Angola,475.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
519958b3-4246-4b5c-ad65-4b26afacaf9a,Padilla Ltd,Audrey Solomon,medinabradley@marks-nelson.com,352.458.0091,Technology,Jamaica,125.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
28b02108-0c41-49eb-b236-2829cd1df055,Mason-Hill,Cheryl Greer,letamara@miles.com,(213)230-7945x64322,Technology,Guyana,436.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
bc8da023-0544-41d9-85d6-bcaaf53a0ad3,"Ray, Cantu and Dunlap",Ashley Sampson,hendrixmichelle@thompson.com,306-834-1560x83633,Healthcare,Samoa,6.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
73d3a8a4-2cd1-4f48-a769-1d1eefd35c5b,Kelly Ltd,Keith Bond,hirwin@clark.com,+1-404-444-9326x424,Finance,South Africa,156.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
58e2c3d3-636c-4f14-948e-bdc4f72c8c9e,Lee-Fox,Patrick Wagner,tknapp@edwards.com,823-571-8330x2885,Retail,Falkland Islands (Malvinas),134.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
cca8b32c-ec58-4ac8-83dc-bd626354f3a6,Kaufman PLC,Rachel Martin,brownrichard@russell.com,(433)505-6924x865,Finance,Saudi Arabia,463.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a79dc3aa-5272-439d-80dc-6918d8615ae8,Ruiz Group,Anthony Flores,pauljoseph@humphrey.biz,+1-721-925-2825x873,Education,Slovenia,131.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
2a46cf98-78e2-4160-8249-bfd5a64d7ef6,Chavez LLC,Stephanie Rodriguez,zrodriguez@williams.org,393-738-8928,Healthcare,Eritrea,60.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
38995dda-c8f9-4d52-9e5c-ded97e8aedec,"Roberts, Moreno and Freeman",Thomas Stanley,uburgess@rhodes.org,806.889.0613x4849,Education,Yemen,139.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8c970e69-06e5-401d-b7aa-cd49a9014f49,Guerra PLC,Diane Hodges,cooperjustin@pearson-gutierrez.org,662-732-5883x616,Finance,Canada,316.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
3d1d9307-fe1e-4506-b856-3c571543f6ac,Bond Group,Jeffrey Alexander,owilliams@martin.com,(580)487-5201x46703,Technology,El Salvador,181.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
043cab05-d224-4556-a13a-9579073d0187,Martin and Sons,Amy Acosta,josephross@lawson-stokes.com,797.871.0430x135,Education,Bermuda,309.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
43f9d3e3-2f5b-41cf-804e-3e6fc02f7f55,"Russell, Warren and Elliott",David Klein,amandayoung@christensen.info,727-570-5751,Education,Faroe Islands,401.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
3b999fe2-fc76-422d-a20f-d2266202569b,Collins-Shaw,Justin Cline,tking@lamb.info,862.903.2261,Technology,Guinea,68.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ee44a448-1e20-46f1-b14f-a67e5656582e,White-Jones,Mrs. Dawn Boyd MD,gjensen@lee.info,395.635.9772,Technology,Kenya,103.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
c4c1ac90-522d-4976-9238-febe958f120c,Robertson PLC,Kevin Morris,alex69@bennett-cantu.info,715.737.4388,Technology,Honduras,129.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
9914aba8-6eaa-44f1-a671-dbb38e5b1f9f,"Cox, Elliott and Ellis",David Cooper,christina84@dean.info,(977)445-5126,Finance,Solomon Islands,187.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
bbe6d305-a63b-4e27-aa70-6eca9fcd253a,Moore Ltd,Jonathan Jenkins,greenjessica@adams-frye.com,776.638.8212,Technology,Togo,373.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
5f318460-f544-4aa5-8eb4-ce18a1e2029c,Hernandez-King,Joseph Moore,melendezdennis@chang.biz,658-874-6721x52166,Technology,Liechtenstein,333.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
cad5e227-3f9f-4af0-9771-c57c8090dd35,Grant-Chen,Chase Vaughn,joseph76@hardin-vargas.com,(380)664-6384x79646,Healthcare,French Guiana,68.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
cc466e79-b8de-4337-bf44-d57368aa2f8f,"Price, Kirk and Hicks",Ricky Anderson,nasherica@snow-santiago.com,001-336-304-0314,Education,Taiwan,439.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
832618e1-9df8-4056-bf50-5bb639f55141,"Alexander, Austin and Prince",Gerald Burch,brownamber@frederick-dixon.com,+1-382-421-9926x10435,Healthcare,Costa Rica,114.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
329f237e-8930-4ac3-9e22-86db411f5c63,Contreras and Sons,Steven Miller,lorihess@farrell.com,226.202.6292x39432,Finance,United Kingdom,287.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
eec1bfa7-9b0c-47a6-8ab1-4f7531cfe91c,Sawyer LLC,James Jones,christinamorrow@pearson.info,(249)876-3454x650,Technology,Chad,195.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
36c22b24-7726-4a60-a287-c9d54cd3ee35,Long Ltd,Kyle Warren,erika37@mckay.org,001-803-590-5266,Education,Isle of Man,343.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7526fe7d-b67a-4195-b34b-a3acc1a3d98d,Bennett-Rogers,Samantha Barber,xjones@dawson.info,+1-776-290-4723,Technology,Guadeloupe,268.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
fc1c5a89-2e64-4a62-a49c-c8d3ac52bae4,Newton LLC,Sheryl Ashley,fsnyder@graves.com,447.935.3067x540,Retail,Belarus,20.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ea358c3f-19c6-4149-86a0-eb3560cfe405,Cox-Hicks,Danielle Welch,rodney25@garcia.com,381.448.3440,Technology,Malawi,403.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a0a37fbc-0006-4500-a95a-14b45002134e,"Smith, Foster and Holland",Bruce Scott,wyattlaura@martin-graham.info,001-653-414-0005x770,Education,Belgium,455.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
b4398eb7-cef1-4c81-a13b-f686e7372f24,"Francis, Hendrix and Wilkins",Derrick Daniels,christinabrewer@kelly.com,3183078424,Finance,Marshall Islands,26.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
c512db0b-29cd-4a4f-aa55-00daf66676ca,"Cortez, Chase and Valencia",Joshua Rodriguez,blackjacob@lee.net,(652)941-6318x21565,Retail,Somalia,274.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
41e97ffa-10cb-457b-a5ad-41e8144a7587,Arnold and Sons,Bridget Mitchell,sandra29@wilson.org,(536)603-7930,Finance,Kiribati,263.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
14ca82af-d088-4dc3-a113-857c9d8bdacf,Freeman-Austin,Robert Gamble,hodgespamela@carr.com,+1-927-955-1457x83223,Education,French Guiana,59.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
9d51e136-0f29-4f3b-86c2-2a32f089f617,Crane-Becker,Nicholas Delgado,owhite@miller.info,818.499.9093x44877,Technology,Thailand,241.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
918d6246-6ac3-4337-8cc7-add1b591cbad,Moore-Rodriguez,Laura Rodriguez,laratodd@romero.com,+1-827-462-0490x131,Finance,Mexico,420.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
928506c7-7f67-46aa-9621-322cc926f6de,"Horton, Davis and Robinson",Misty Turner,hollyrandall@cain.info,507-376-1011x3573,Education,United States Virgin Islands,445.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e869eb5b-eb84-4f74-988e-017e20af754f,"Bray, Tanner and Reyes",Amy Welch,bakerjacqueline@newman.biz,001-394-809-9080x0129,Education,Lao People's Democratic Republic,478.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ab3fd5f3-115d-4f08-82ba-70174d9b1f5f,Oconnell PLC,Lisa Smith,obriendavid@fernandez.net,3708929751,Finance,Portugal,205.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
39a3c7c6-3baa-45db-b803-3d629791511b,Cobb Inc,Eric Sexton,tmay@bailey.com,(646)789-0781,Healthcare,Mauritius,63.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
1a02d169-99c1-43e2-8a2e-ab3baa5a38e9,Summers LLC,Tanya Jimenez,aliciacook@wilson.com,(993)286-7328x84131,Finance,Sao Tome and Principe,210.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
eb49f90e-a7fa-4adc-8b6d-e20b2782e32e,Hughes-Baker,Kimberly Carroll,lryan@meyers.biz,854-728-5070x5048,Retail,Bhutan,405.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
d6d72915-d07e-4a0b-989c-9432fff332c6,"Mills, Roth and Barnes",Dustin Williams,ssandoval@martinez.biz,(349)889-6980x383,Healthcare,Haiti,387.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a209bd33-a2a3-42b7-b1ff-e3cce2b5b7fc,Lewis-Phillips,John Jackson,ryanabbott@brown-harvey.biz,+1-235-600-3108,Healthcare,Uzbekistan,197.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
2d298495-190c-4320-bd88-cd2ef1d3783f,Carter and Sons,Sharon Barrett,elizabethmann@rivers.biz,4353833701,Healthcare,Panama,133.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8eb0d451-8be8-4806-a1ed-3e8d205fe3f7,Lyons-Young,Dawn Jones,richard61@ellis-ray.com,747.835.2307x15734,Education,Iran,50.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
c087be9a-9b18-40c9-9816-b0c5408e1fb7,"Hughes, Douglas and Cooper",Karen Yoder,ramoscaitlin@robertson-jones.com,341.316.7517,Technology,Marshall Islands,472.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
44e15274-5fb5-4400-b2d3-1ed698030171,Adams-Jones,Alan Tucker,fdavis@howard.org,518-949-3897,Technology,Maldives,458.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e4b5b957-8694-4d3f-8ffa-6dfdc664b6a9,Clark-Young,Sean Avila,andrewperez@harvey.net,+1-705-339-4790,Technology,Dominica,10.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
61081367-3292-4eb7-b672-3f0dca43af53,Bernard Group,Kirsten Brewer,audreymiller@conley.com,910-214-0576,Education,Solomon Islands,475.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
1416ce51-2430-493d-a76b-bdd33f72f79d,Keller-Perkins,Joyce Nguyen,xramos@hill.com,001-621-674-1577,Technology,Peru,449.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ba130fef-a335-43e1-bf79-e3052af84442,Duncan PLC,Thomas Hernandez,michellegardner@ruiz.info,+1-847-624-6331,Technology,Belarus,280.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
9eebd067-ed49-4b44-b8b7-71088ebecf0c,Acevedo-Nielsen,Amber Smith,ghenderson@boyer-hernandez.com,6255671503,Technology,Montenegro,339.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
90d58248-5f36-496e-896e-55bbd518b0a3,Vazquez and Sons,Carlos Sanchez,ichambers@sanchez.info,+1-684-548-6920,Finance,Turkey,498.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
6a16e435-5c2b-4b5b-920a-2579f1a3842e,"Jensen, Sutton and Rodriguez",Leslie Chan,trancynthia@alvarado.com,+1-685-509-7113x46320,Finance,Ghana,153.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
98bd418e-c12b-4d2a-a052-22d6dad236da,Harris-Briggs,Julia Salinas,fergusonricardo@woods-lawrence.com,001-925-779-7375,Healthcare,Nauru,409.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
0f3e76f2-50c6-4679-9ced-781682b183b2,Jones-Hernandez,Kyle Miller,ewatts@stevens.info,+1-243-734-8627x81626,Healthcare,Tokelau,447.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8ef2e9e7-678a-4730-9c60-57da957d5c1f,Glenn Inc,William Manning,iowens@black.biz,001-762-890-4979x4054,Education,Slovenia,363.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7f749ceb-abe7-484f-9877-827192acf031,Jensen-Rowe,Kathleen Dominguez,carpentermelissa@howe.com,001-250-775-6623x24278,Technology,Cameroon,131.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
6e490c53-b178-4d54-a4c7-e7536d5d1003,Callahan-Fowler,James Gray,monique37@oneill.com,001-885-677-0876x322,Finance,Cook Islands,282.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8363b4d2-4ffa-4680-90a0-53c289f59375,"Kennedy, Wilson and Key",Desiree Williams,lauraturner@king.com,553.937.8397x6811,Technology,Cayman Islands,372.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
df0ce337-b021-4ca3-8955-b6e9ceab8c8c,Gonzalez-Garcia,Jennifer Foster,jonbarnes@rodriguez-schmidt.com,+1-330-658-5232x993,Education,Papua New Guinea,76.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
540ab4df-3608-407a-9f5d-75f10a501a6a,Mccarthy-Flores,Bruce Long,gallegossavannah@johnson-norris.com,(407)591-4513,Healthcare,Timor-Leste,211.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
09d55dcd-da2b-424e-b23a-a2b612272ba3,Li-Chambers,Margaret Brady,ewilliams@jones-mcguire.info,001-667-929-2588x1225,Finance,Niger,89.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
6220cff5-d801-4ab4-a453-c6144e68f2a9,Odonnell-Mckenzie,Carlos York,jjackson@salazar.com,792.250.5391x974,Retail,Mali,421.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
5343c09a-a6e4-43dd-baf4-fbf6e7887cc7,Smith-Bradley,Jessica Hays,jessicawilson@griffith.com,392-956-9958x419,Technology,Niger,237.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e459ab60-3d7a-4e80-8b1f-1229e3df927b,"Simpson, Chambers and Perry",Gregory Ruiz,daviscarrie@evans.com,+1-424-566-9828x95200,Finance,Madagascar,331.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e5a8040f-b5bc-4cce-8ec2-874d52de355b,Morris Inc,Teresa Marks,roachshannon@reynolds.biz,957-341-3534x17423,Finance,Algeria,159.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
df75ffb6-e86d-4153-8133-80728c93fe6f,"Wallace, Gonzalez and Wilson",John Hayes,joannasaunders@maxwell.net,327-703-9588x461,Retail,Lebanon,472.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
c4a97919-402f-4000-bef1-823c4f35c2cf,Kelly-Koch,Clifford Smith DVM,jonesemily@madden-dougherty.com,+1-466-444-4254x05296,Retail,Congo,122.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
503a2f1b-2e9d-48f6-b674-a6d780d600a8,Taylor Group,Brent Brown,jweber@lynch.com,+1-858-685-1713x5663,Healthcare,Guernsey,316.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
99f94fa4-c3f7-49be-ae97-56a240503450,Martinez Group,Mr. John Pham Jr.,mistybarnes@reed-klein.info,260-507-8582,Healthcare,Seychelles,165.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
fbcb3cd1-4e56-4c5b-90da-74960a869ed2,Johnson-Campos,James Adams PhD,brandy50@taylor.com,724-720-3630x637,Healthcare,Hungary,88.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
125c3a3b-54ba-46c5-b45c-61288f23466d,"Hickman, Morgan and Reed",James Hatfield,fbarrett@stewart.org,5792192000,Education,Sri Lanka,165.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
1424fb08-7b6e-4867-9d8c-e0eb00f2c03e,"Hughes, Brown and French",Amy Sutton,joanna41@floyd.com,(921)421-9227,Technology,Serbia,200.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
71c84019-ccb0-4f61-9ea2-542fced16e8c,West-Miller,Matthew Chase,tsmith@white.com,+1-525-246-0929,Technology,Gambia,95.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a6dac7bd-cd86-4eb6-9ce0-6fc1516e8b77,Kline-Robbins,Phyllis Bryant,scottgonzalez@solis-salazar.com,(730)747-6878,Retail,Zimbabwe,54.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8a790d98-5e53-4775-969c-425bba531443,Olson PLC,Mary Bailey,wmosley@hurst.com,635-949-8814x696,Education,Botswana,490.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
9ad609ec-ef5a-4ebc-a00a-b2914ffa3202,Mccarthy PLC,Matthew Hall,christian58@grant-olsen.com,+1-384-523-5154x484,Finance,Kazakhstan,471.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
01090744-4276-4f79-8686-100bc9475ec0,"Walker, Dodson and Baker",Kenneth Gonzalez,justin91@roberts.info,283-491-2139x3647,Technology,Iraq,87.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
66f27593-ddee-4f8f-ac7c-fa99479c45b6,Keller PLC,Sara Graves,oscarwilson@hunter-miller.com,(416)820-3302x04922,Healthcare,Bahamas,482.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
5e67f2d8-1308-4f8f-837a-a2989b8c8628,Hayden-Smith,John Odonnell,diazmichelle@conway.com,001-309-222-1731,Retail,Tajikistan,48.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a5b62477-f948-4d2d-bdf0-204152034eeb,King-Green,Katie Hall,tmcdonald@ellis.net,+1-209-730-8529,Finance,Philippines,103.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e706d562-fa9e-4661-8ede-c597e5316d2e,"Chambers, Brown and Savage",Michael Keller,davilatammy@baker.info,7146471265,Healthcare,Falkland Islands (Malvinas),370.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7efad800-c4f2-4d71-afa3-c924742efae0,"Reed, Mcdaniel and Ramsey",Rachael Jimenez,huntercynthia@rhodes.com,(870)340-1956x3860,Finance,Taiwan,427.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
81cc31ac-80b8-4364-b37b-c6bde965fad4,Montgomery-Bolton,Alexa Roberts,adaniels@martinez.org,3365513429,Technology,Kazakhstan,139.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e92c6fc9-ed31-4030-993f-384a90b302e0,Gomez and Sons,Joseph Schultz,fwyatt@wilson-dunn.com,001-528-741-1485x5549,Education,Saint Helena,154.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
b1bcb739-5b26-4678-9077-7afa753391a2,Graham-Bond,Stephen Brown,colemanelizabeth@smith.com,581.871.4749,Retail,Cook Islands,449.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
cc802fdf-f7b7-4e36-9506-9ce35e751f13,Zhang and Sons,Taylor Hoover,derrick48@chavez.net,+1-380-799-7924,Technology,Pitcairn Islands,245.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
721f3a38-3569-47a2-ac60-3c35627e61f2,"Barton, Anderson and Mitchell",Miguel Aguilar,hernandezheather@cook.com,8882501065,Healthcare,Saint Martin,96.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
268ab8ff-2f45-4b18-b7fa-521658621beb,Patrick LLC,Erin Martinez,edwardsanthony@parsons.biz,+1-245-738-9494,Healthcare,Turkey,199.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ff0f0a21-17c4-4ef6-8df4-2cfae364b35a,Cook-White,Ronald Davenport,brodriguez@li.net,6036834347,Education,Burundi,266.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a9e9253b-0d94-495d-b25e-aca6d6dc9262,"Romero, Adams and Ryan",Jessica Carney,laurie78@stephens.com,8739705704,Finance,United States Minor Outlying Islands,227.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
599a2fa8-3a3e-43a4-b081-b88b4e23782a,Gillespie Ltd,Brian Gates,flewis@hoover-waller.com,+1-576-854-4170x07557,Healthcare,Palau,387.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ca3d94c8-ceeb-43f1-92a3-77ba699e9a82,Boyd and Sons,Dr. Tyler Jones II,caitlin38@jones-mack.com,284.416.9700x3317,Education,Libyan Arab Jamahiriya,471.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
fe115103-ba3a-4e9a-a3da-005e7143405a,May Ltd,Misty Austin,brittany60@palmer.net,+1-863-649-9156x957,Finance,Wallis and Futuna,272.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
52804afc-fca7-4fb3-b5b9-0be8d6f3307a,"Gonzalez, Myers and Hodges",Nathaniel Campbell,valeriedickerson@zuniga.com,(871)780-3999x62158,Retail,Syrian Arab Republic,310.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e7fb5abc-2eb1-4d47-811d-cf7cdc001762,"Thomas, Bailey and Henderson",Pamela Murray,campbellsabrina@shelton.info,+1-352-247-5093x398,Retail,Lithuania,234.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
0c7748b9-e1ee-4eee-8fc2-873988874dbd,Gray Group,Whitney Scott,kirkjeffrey@villegas-munoz.biz,(656)607-6817,Finance,Bermuda,161.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
150f4bd1-fef0-4c58-98d5-0427c5b2418f,Simpson-Small,Jeremy Kennedy,wardalec@fischer-hunter.com,273.212.9229,Healthcare,Panama,284.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
72417b6e-132d-4c71-bfda-c8de8d04448e,"Harding, Watson and Alexander",Samantha Taylor,eugene27@caldwell.info,454.487.1242x22689,Education,Italy,315.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
c470111d-d15a-4d29-857c-c0a630772915,Johnson-Meza,Walter Joyce,dennisrandolph@patterson.info,+1-982-258-3024x98591,Finance,Saint Kitts and Nevis,79.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
21461d79-a004-4557-b060-652b003a3091,Johnson-Carter,Sarah Harvey PhD,michaeldickerson@lawson.com,977-721-8424x77835,Retail,Bhutan,285.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
f3678c91-ecc4-4bbd-bb2e-84a6b56d8760,Welch Ltd,Sean Grant,bradleymurphy@roberts.com,+1-899-560-6659x94401,Education,Norfolk Island,485.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
02ea6664-d086-4e4b-8527-755be87e562d,"Lee, Wright and Adams",Brian Hill,laura03@ruiz-dickerson.org,(894)744-6217x2436,Technology,Nauru,383.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
898fd217-8ef9-4dc6-bf76-8ee8cb86cdd4,Peters-Hull,Charlotte Martinez,simonanthony@lester.com,001-760-853-1750,Technology,Luxembourg,435.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
d9a87fdb-4a41-4f48-82b1-0404b75ea232,"Baker, Reese and Knight",Carol Mclaughlin,peter33@gonzalez.com,587.249.5648,Healthcare,Bermuda,39.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
321cb9fe-82d4-4a4d-8472-59285b799600,"Stokes, Johnson and Ochoa",Jeffrey Rogers,reedkaren@suarez.biz,(943)254-7197x805,Technology,Uzbekistan,162.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
1b83dd9d-674f-4d95-b659-e0c923c7f646,"Gordon, Simon and Lawrence",Troy Johnson,hschultz@gilbert-cole.com,6829831957,Education,Moldova,443.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a63fc219-47d3-4349-8091-75091ba9e1b4,"Bennett, Holmes and Brown",Christopher Shaw,rlong@pugh.info,(570)650-7480x801,Retail,Uzbekistan,382.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
35f6509f-b017-46ea-ad97-5165481741d3,"Thompson, Jones and Medina",Andrew Brown,christopher97@davidson.net,214-542-5443x5495,Healthcare,Georgia,356.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
b89912b1-f1c9-4f7f-be60-5a4c4aefb81d,"Flores, Krueger and Kline",Chelsea Barton,juliehunter@campbell.biz,2976699133,Technology,Saudi Arabia,229.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
aa7b7149-8578-4e7f-92ea-075576289643,"Ali, Long and Dunn",Lisa Gregory,alexandria87@nicholson-anderson.com,001-421-337-8761x031,Technology,Bulgaria,93.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
